DetID,MIPMPV_ADC,MIPWIDTH_ADC,MIP_SLOPE
0x18800505,687.7929133604416,350.8081184944177,0.006884853410717681
0x18800504,607.2925401827581,340.18850433975433,0.0076401206778437146
0x18880507,683.1458782078058,377.74958889661235,0.006812844626517074
0x18880506,750.4782624438316,362.3190589984189,0.00637278448580609
0x18880505,646.7871654496792,330.4158953728487,0.0073190964406626155
0x18880504,705.7128883016113,364.8894746436762,0.00669201682531774
0x18800600,699.7807594641503,348.0583985810898,0.006798944474962105
0x18800601,712.2475804976776,391.26303583088986,0.006544502818394629
0x18800602,614.6924915259646,298.55657617699677,0.007772592114742195
0x18800603,782.2678781272474,365.73696310954006,0.006145516747349525
0x18880600,604.7042351760183,329.04884625976854,0.007725178681848592
0x18880601,586.9051056818993,302.2513491981102,0.008053096456383798
0x18880602,654.9766730430703,327.80035419357296,0.007255777125463049
0x18880603,657.7436166853303,324.69814982656567,0.00724327921767585
0x18800604,615.7257490659258,300.0415312966502,0.007755178091538477
0x18800605,640.3361457193431,351.38083756477727,0.007281281603008631
0x18800606,656.9893162940107,374.9611301506387,0.0070296731912118365
0x18800607,663.3284975902494,347.80133992094835,0.007099349897938832
0x18880604,660.7067033676894,336.78023421594736,0.007167979529035246
0x18880605,613.7237003156744,307.5618682905016,0.007741591780448592
0x18880606,550.1441163739263,276.89321069150014,0.008629327227173699
0x18880607,579.1939101643566,253.96079944848987,0.008375665406566096
0x18800703,534.5527110782966,346.8586055616016,0.008323979476948455
0x18800702,578.5918547726008,339.17400160275264,0.007926814715013246
0x18800701,456.5116863479758,370.1052660546,0.00890589171826249
0x18800700,532.2563808304028,361.7186740088409,0.00822770630383311
0x18880703,659.736582842582,335.21110590874747,0.007182949568129245
0x18880702,584.2548094235319,304.52513304379073,0.008070057981078573
0x18880701,586.9112616281275,398.9412354361121,0.007460984046665388
0x18880700,645.1348593928939,317.6666875188894,0.007388176510976027
0x18800707,421.8481573724748,324.4655671308864,0.009876709407386887
0x18800706,576.4638445350604,309.3998782140327,0.008128499116586151
0x18800705,509.95557753524105,385.4820738793482,0.008232899364818322
0x18800704,484.97983260325094,385.91493726550124,0.00845822284413736
0x18880707,470.9897657504902,394.9711881743816,0.00848819022356512
0x18880706,590.8826626896508,353.765644469305,0.007717210208839904
0x18880705,470.057110317851,460.16343750763076,0.007787920684521229
0x18880704,429.6500795800395,322.14889618577655,0.00980597058050604
0x18800800,593.6892327985039,350.8652913281446,0.007708294643474087
0x18800801,579.2903138020139,400.6805125655627,0.007511128229912296
0x18800802,678.0350612186467,340.539364929886,0.007004439049402094
0x18800803,605.8132800864638,399.8163044053213,0.0073032657043182025
0x18880800,563.2215130298094,380.7422669254628,0.007790103784742913
0x18880801,440.86557350645404,330.06107709754934,0.009562656238753547
0x18880802,569.2191015681952,344.55765482879906,0.007986039759340991
0x18880803,647.7806658264836,347.94494444018596,0.007232376257766412
0x18800804,464.7116782416113,350.77885883302486,0.009040052391420151
0x18800805,550.5635817313416,425.16713187854316,0.007554092230133915
0x18800806,678.7283671555892,335.7758924369814,0.0070166445492747895
0x18800807,652.3867772190258,305.5957611365318,0.007366829255208334
0x18880804,620.9418273310044,331.17648403970134,0.007556627585255506
0x18880805,623.4109888899412,345.10788809166127,0.007463665232688346
0x18880806,644.0367626575994,381.8192028557898,0.0070995936600553675
0x18880807,547.6672808144425,404.3667808208131,0.00774302844953804
0x18800903,600.8393618203784,295.20152674263005,0.007935954523118226
0x18800902,591.249374574989,309.9696780695172,0.00796503628819095
0x18800901,587.9710225631188,299.24883597422905,0.008057072622613584
0x18800900,562.6700223932355,262.9223798988776,0.008544704411770068
0x18880903,547.3324344707493,301.66635023090726,0.008509855368893784
0x18880902,557.116629063176,287.5064219813096,0.008480185069153262
0x18880901,595.0782523440388,306.9330806598699,0.007940056577560377
0x18880900,624.4663770233223,320.11145281460057,0.00757561889765956
0x18800907,579.6875712692215,296.2749565825679,0.00816555407673438
0x18800906,660.7868391194532,344.0356059413618,0.007136994142643505
0x18800905,583.4330034583608,331.65710050817427,0.00792386813255843
0x18800904,579.1581861539828,298.62793640997955,0.008158825493150956
0x18880907,571.6400917483946,334.4310076901248,0.008027489967277123
0x18880906,572.9630923731888,299.42159948215823,0.008224686736312435
0x18880905,517.3417980488662,288.3737396159591,0.00897918234506432
0x18880904,594.9678586441858,331.41300244375884,0.007808958976950597
0x18800a00,599.6909312235002,310.1630317503601,0.007874657385041442
0x18800a01,634.1858626447466,326.8868391851294,0.007451412580814961
0x18800a02,540.384350407007,285.6352286050259,0.008699813740899712
0x18800a03,576.2545800745196,319.5511213399909,0.00807116316892559
0x18880a00,645.2806641761292,420.40693147027577,0.006886377176155648
0x18880a01,591.449463369804,323.46787186897785,0.007889207894745738
0x18880a02,546.5990106651362,328.93380670079364,0.008330407645595976
0x18880a03,676.7679236955227,354.78266189431395,0.006958634990774692
0x18800a04,589.464141906718,312.4410248741207,0.007970770455507875
0x18800a05,548.5952102063861,284.45064387029305,0.008603740467868
0x18800a06,565.8788757938377,285.5359907444617,0.008385380924835218
0x18800a07,616.0558802422383,328.15393233304894,0.007618645073661846
0x18880a04,599.1800030614115,309.96953061141676,0.007881011139986753
0x18880a05,567.3219401789086,285.3765229405644,0.00836893368474021
0x18880a06,571.0714047427305,306.9682026856087,0.008202535089975435
0x18880a07,597.1278858466808,311.74907461948214,0.007893410821959813
0x18800a08,616.7464145204357,310.7645279060871,0.0076958216714042
0x18800a09,593.9585143575429,327.7284391591883,0.007839792080681023
0x18800a0a,610.017736405823,294.3293293456241,0.007840954335145079
0x18800a0b,612.9447342922225,298.0947444851359,0.007793021044357975
0x18880a08,516.4239889147251,272.86001213645835,0.009104234148282727
0x18880a09,580.9551330795049,293.22691686122744,0.008167333884897762
0x18880a0a,598.3228744022574,278.86703200990786,0.008038700757118666
0x18880a0b,600.5672447362389,325.4539323657177,0.007785623323321925
0x18800b03,649.5843369305379,312.00455896863843,0.007368922874431533
0x18800b02,655.1313065615807,324.80394816377225,0.007266548350257136
0x18800b01,610.4628545203559,314.6544612213752,0.007741001706574411
0x18800b00,557.8059804487341,306.687833381376,0.008354826065213783
0x18880b03,620.7527140884558,297.3313587608282,0.007714714677392382
0x18880b02,592.107168687065,306.44579627190274,0.007974444495101993
0x18880b01,643.6318349352015,328.9145452513688,0.007354496075973353
0x18880b00,633.0344989417152,304.1205364591134,0.0075613047879356556
0x18800b07,598.6698363995155,283.576462566309,0.008013760608071506
0x18800b06,519.7385056296481,332.9778988778063,0.008596806294365199
0x18800b05,540.3126519658746,299.23824524814165,0.008610657122459182
0x18800b04,579.1152201744886,333.4016339349871,0.007957307814785583
0x18880b07,554.9935020443611,292.8670727978826,0.008473798894375112
0x18880b06,588.3606941042634,285.3056253190963,0.008122690076715932
0x18880b05,617.541293375905,298.2966296448133,0.007743953700312683
0x18880b04,588.6539162976856,270.70865146742847,0.008187187472083522
0x18800b0b,611.1224998537185,320.9910176474137,0.0077030116406110235
0x18800b0a,586.2463834817104,280.6301200660177,0.008169630664738685
0x18800b09,545.525219942238,260.94706012489405,0.008780510498818655
0x18800b08,602.3487791114932,292.31482603633185,0.007933014189804515
0x18880b0b,639.9359323014834,306.86758345817714,0.007482052750849669
0x18880b0a,617.9262917908287,297.2079188243844,0.007744678861827075
0x18880b09,621.6545896179003,298.8683051373907,0.007698800530875013
0x18880b08,621.9266489678645,311.5878712017502,0.007639868862545469
0x18800c00,606.1046438860479,250.72108675259744,0.008058700982124816
0x18800c01,586.9938408389299,488.4367311701584,0.006837651182813888
0x18800c02,969.9191144276546,58.419623073385424,0.004945742927918026
411044867,-9999,-9999,-9999
0x18880c00,192.55505356772156,53.746456969777114,0.025898397247813214
0x18880c01,223.05009117222744,219.4401371435809,0.01636109810710473
0x18880c02,222.6994073495643,102.22903432573571,0.02164668004932182
0x18880c03,181.76484632774665,34.622392568811705,0.02733173893258922
0x18800c04,576.2051757413258,338.84295573754997,0.007952901205608388
411044869,-9999,-9999,-9999
411044870,-9999,-9999,-9999
411044871,-9999,-9999,-9999
0x18880c04,565.6486562704607,396.26937889966956,0.007655459912011622
0x18880c05,262.5000003970737,700.6417979365871,0.005392938551364079
0x18880c06,241.15870394398158,92.27503951996746,0.020402812823318937
0x18880c07,198.27538863394685,83.75373748246781,0.024577547200611942
0x18800c08,613.7067888605063,328.5413948671379,0.00763952253858514
0x18800c09,632.2778194858065,370.0951502806729,0.007256637155112738
411044874,-9999,-9999,-9999
0x18800c0b,1469.9150103615073,-4.347600679466268e-08,0.003170251318716675
0x18880c08,703.5,407.4409637610885,0.006540244881058574
0x18880c09,171.50000264653556,126.78425871931125,0.024713664213273184
0x18880c0a,216.90413342291822,80.84710321326693,0.022730519917717813
0x18880c0b,186.34581722658822,18.448086867536176,0.02611297476988844
0x18800d03,129.53982971310515,62.55051547956627,0.03691913270936861
411045122,-9999,-9999,-9999
0x18800d01,1537.750722661666,-1.349508238490671e-08,0.003030400136593046
0x18800d00,1364.4553939257755,3.0109276849543676e-08,0.003415282039079614
0x18880d03,745.5000023824551,323.5159311617075,0.006515729186870618
0x18880d02,410.18054921747824,661.2251074864243,0.005956002453460449
0x18880d01,223.7159666621445,94.07546058522377,0.021793769711240304
0x18880d00,186.95406123168067,33.37881279373022,0.026527941028000383
0x18800d07,616.7001428546879,351.59002076458194,0.00749094787728074
0x18800d06,780.5000027639439,329.6015718125112,0.006243786409326421
0x18800d05,1597.5,4.2688498069765046e-08,0.0029170579008286346
0x18800d04,1601.752238148266,-4.190451363683678e-08,0.0029093138682842203
0x18880d07,221.96438850455715,137.41511202711692,0.02034521711289876
0x18880d06,210.71321742059527,231.37999451467886,0.016081300739939738
0x18880d05,218.20598803568532,117.27617517701583,0.021467675425889166
0x18880d04,192.7761899434285,35.918821740414046,0.025756159263931554
0x18800d0b,618.5821516978108,314.0544443358243,0.007661984261168005
0x18800d0a,223.06025887071564,155.5895412369182,0.019445096308422193
0x18800d09,1025.5610847477383,1.4479027414064376,0.004547373400032196
411045128,-9999,-9999,-9999
0x18880d0b,766.5000010240722,293.1823395472243,0.006419386333732188
0x18880d0a,326.52935295156124,58.36531047128682,0.015189026168760517
0x18880d09,205.1206223838036,51.39849191367492,0.024322161031865422
0x18880d08,544.7998573681851,289.3743788080934,0.00862037053413687
0x18800e00,232.93320267194855,83.86775485587091,0.02121693905827637
0x18800e01,799.6407204157168,264.7514263633052,0.006208270881461447
411045378,-9999,-9999,-9999
411045379,-9999,-9999,-9999
0x18880e00,780.5,162.89702741464077,0.006378063553592741
0x18880e01,308.81912128662253,95.10207849411279,0.0161170848137476
0x18880e02,186.8511718471726,33.914448486218646,0.026554490235315982
0x18880e03,178.745894453907,14.280113159827465,0.027043458236985788
0x18800e04,597.0894604389638,347.33768597593564,0.007696933576454703
0x18800e05,202.62145203489806,81.35741762169667,0.02417928782562959
0x18800e06,596.1866880385365,317.62289469463843,0.007872271322871592
0x18800e07,630.7204189035805,293.44088104900106,0.007627868630584259
0x18880e04,488.18930330987376,329.3804412674886,0.008993604144606196
0x18880e05,648.431782081204,351.41885799203385,0.007210798444773092
0x18880e06,646.2034189494726,273.6329478528435,0.007539039826252582
0x18880e07,569.8388173531428,204.44065276056847,0.008674826584329422
0x18800e08,628.1249974042797,309.6436846200607,0.007586716597501678
0x18800e09,191.0562404123371,39.99896772168219,0.026057133379135254
0x18800e0a,455.13214186231664,562.2501152011688,0.00680711622235619
0x18800e0b,750.814783972319,324.60699498579174,0.006472594379084978
0x18880e08,660.653652516899,281.4093692972657,0.00736907826611291
411569673,-9999,-9999,-9999
0x18880e0a,694.1561513918548,215.8754535258655,0.007168172578015558
0x18880e0b,528.5956295407271,14.703269834774346,0.008943762669819177
0x18800f03,592.8125691512564,404.3565780210004,0.007377440079835684
0x18800f02,205.59264724567782,65.44621253610248,0.024183953914276836
0x18800f01,579.6608005349915,145.83942605893958,0.008606812822749808
0x18800f00,728.0567606785844,226.34741266639185,0.00683446465786933
0x18880f03,722.9868834412752,386.4735475288877,0.006486881821273093
411569922,-9999,-9999,-9999
0x18880f01,644.8652276424482,94.72294895284028,0.007645165873997836
0x18880f00,488.9498013436446,163.0751619024519,0.010149863495237808
0x18800f07,611.2748681506138,301.9309972514232,0.007793114651921019
0x18800f06,615.1512453661734,376.13187032266086,0.0073682096269265555
0x18800f05,665.8347652448126,392.16237112391724,0.006879441684835308
0x18800f04,731.9701886732965,351.03639733254715,0.006541186905378829
0x18880f07,718.1910541442526,86.02344920701228,0.006818155881564372
0x18880f06,728.4448508706785,97.81854761619286,0.006747981213384115
0x18880f05,178.91754513505217,292.69410590321297,0.013459490865910253
0x18880f04,193.4303269694882,131.14288589483797,0.0226592128861851
0x18800f0b,190.1173737324673,71.10456513941992,0.02592659337917388
0x18800f0a,247.897013810526,8.31349125709636,0.01912334984301216
0x18800f09,217.33182166376332,140.34185665512783,0.0205062579873543
0x18800f08,183.31557023252913,13.496627357896188,0.026307419967766792
0x18880f0b,246.65802689902398,184.2967012713254,0.017106387261219966
0x18880f0a,183.2941009769353,33.94729072308624,0.02708433224217089
0x18880f09,179.284154074719,3.3186549784834654,0.026247887000500146
0x18880f08,171.50000187966666,97.81557834730722,0.02693400766681701
0x18801000,164.5000021939777,96.124107480438,0.027904502849375738
0x18801001,199.162884860918,69.07929653262497,0.024869574608092113
0x18801002,243.3721814939328,10.510226526071904,0.019565935550392245
0x18801003,171.52791180359037,98.73010084452571,0.02686698741702837
0x18881000,216.19509411128172,153.06253951345096,0.0199486839724188
0x18881001,182.87719889908942,116.29600912729207,0.0244901646254894
0x18881002,189.36234416763895,11.192140146702513,0.025320424336477212
0x18881003,664.337903125252,161.02421979236033,0.007508490392308044
0x18801004,211.72141678640398,180.9691764205151,0.018697142400961275
0x18801005,210.95046681023086,187.19352041509228,0.0183904744085058
0x18801006,208.87178327319575,126.74458969366614,0.021748262959085492
0x18801007,255.4802878498821,5.516813134217301,0.018448184210134076
0x18881004,187.03506815443595,123.54721888395687,0.02364833384269628
0x18881005,212.53691720668934,114.64733562002925,0.022022501478084953
0x18881006,250.65405394530455,4.410165839483199,0.018765461241421016
0x18881007,205.9646745946956,163.84023419469042,0.019919389589181102
0x18801008,164.50000364476884,201.33127814254613,0.01897464180328415
0x18801009,191.9760782391283,38.1250923080338,0.02590358148664842
0x1880100b,875.2919687628766,9.520796253414233,0.005355154682272596
0x18881008,891.0643813196268,6.378371134705503,0.005250020908601963
0x18881009,849.2603266938294,1.9251151057453626,0.00549394068211068
0x1888100a,856.479999416412,9.32132224453892,0.0054727940813075636
0x1888100b,696.4812020894683,6.865703014818337,0.006726398396606658
0x18801103,197.44899671941022,180.7403125131716,0.01930619129632785
0x18801102,205.8506340700384,113.7492855696733,0.02261303312513045
0x18801101,234.50000008903461,357.9187058783622,0.010978476245990711
0x18801100,597.6239135685663,1.4588373015665184,0.007807968413193715
0x18881103,893.0601829529695,6.49739449022718,0.005238615901624035
0x18881102,117.24498323640873,2.05013904811112,0.04011581776713823
0x18881101,721.6345653956259,26.824016272838662,0.006580489229964332
0x18881100,679.7588434193586,6.325309700266416,0.006889860746347266
0x18801107,545.9147524679325,205.48109175110397,0.009024694593452837
0x18801106,571.2428664976043,216.54620371309778,0.008619795547322487
0x18801105,624.7410993581627,245.01123006792284,0.00785921885523231
0x18801104,676.440724135359,307.20290132672494,0.007137613325800059
0x18881107,570.5349390445793,334.11199474502797,0.00804093490991025
0x18881106,655.513648082136,301.0882682478175,0.007353446730140938
0x18881105,705.6048454864739,21.90272153990486,0.0067105489307044955
0x18881104,598.189001001039,143.7232893960645,0.00833827317679817
0x1880110b,189.72070052636917,4.308188409498285,0.0248563758520164
0x1880110a,229.47940728935265,6.415966659492682,0.020602992713377767
0x18801109,415.5465654067087,4.40659103743161,0.011278283255062116
0x18801108,665.7364861099637,276.9685936975295,0.00733233370498339
0x1888110b,619.5000018357974,183.45507460405838,0.008042107608988273
0x1888110a,819.2173136192836,4.390635290253044,0.005704960345667658
0x18881109,857.7138101801858,9.048017642168702,0.005463961863855771
0x18801200,558.6386366388342,190.0143884434827,0.008875408986533715
0x18801201,427.51343670092194,580.3203143414429,0.006697419944956365
0x18801202,227.34029350845623,2.3496133661419663,0.020612222220816465
0x18801203,199.5520788419142,2.980172364109137,0.023538862685816064
0x18881200,713.8577810295857,16.97404875339373,0.006609545003356216
0x18881201,639.141309262211,235.6809840624768,0.007720010657988412
0x18881202,644.2005653878265,19.253820641567586,0.007346121136285194
0x18881203,193.5069652811606,103.49925490664609,0.02423344572617553
0x18801204,322.5,409.830631036815,0.009388058813762012
0x18801205,337.5,343.71750069038114,0.010574097890801057
0x18801206,206.4454403561562,7.062051417018466,0.02297035747503527
0x18801207,199.76178758923854,99.10862114948975,0.023828069312945056
0x18881204,322.5,314.49336168551497,0.011378788810424997
0x18881205,211.55269922186983,3.710096956976315,0.022233239793596003
0x18881206,617.690646745247,102.89648101123976,0.008013074076702504
0x18881207,615.2747206921001,219.47233857277774,0.008037117262069779
0x18801208,188.8991021754536,21.56817092503516,0.025881032653550455
0x18801209,200.0869961839326,5.767095140699951,0.023639435966679837
0x1880120a,644.3421580782298,10.501139088008586,0.0072950711536853554
0x1880120b,738.957921858282,10.710576753514488,0.006355114191199235
0x18881208,277.5,256.5213251935012,0.0136588600330844
0x18881209,218.61777990974625,103.26514136484641,0.021954909114434224
0x1888120a,213.3628700774373,5.14642265870873,0.022117603339905225
0x1888120b,543.4840462018905,100.71316877578266,0.009134529033749268
0x18801303,505.05934283150833,217.56553065121557,0.009626347071434465
0x18801302,142.80642708946905,260.2442478052012,0.015121115564238488
0x18801301,407.2361091379245,159.5020318340229,0.01205822924793829
411570947,-9999,-9999,-9999
0x18881302,553.095636542542,282.7112240813318,0.008557979847234956
411570945,-9999,-9999,-9999
411570944,-9999,-9999,-9999
411046663,-9999,-9999,-9999
0x18801306,603.9357645733351,291.31186161240356,0.007920295767390033
0x18801305,562.7946431709624,213.9163657346259,0.008747332370947271
411046660,-9999,-9999,-9999
0x18881307,1133.6857374602823,-1.769490154401865e-08,0.0041104865713839115
0x18881306,528.4852653939112,259.0405435507701,0.009026195650939282
0x18881305,1044.5228680899731,-0.2505792232298063,0.004460778238963449
0x18881304,1043.9046692211098,5.682639458443418,0.004477241724531314
0x1880130b,1142.4533704780158,-23.16268599862167,0.004031799601426428
411046666,-9999,-9999,-9999
411046665,-9999,-9999,-9999
0x18801308,1173.8303402061256,-0.5853290768725401,0.0039688195532275585
0x1888130b,1089.9420832401977,1008.6621995816839,0.003475299059577314
411570954,-9999,-9999,-9999
411570953,-9999,-9999,-9999
411570952,-9999,-9999,-9999
